"expensesId","expenses_fk_categoryId","expenseReason","expenseAmount","expenseDate","createdBy_fk_userId","approvedBy_fk_userId","softDelete"
"322","2","Refund of LAO4 battery [135587]","14000.00","2020-08-07","1015","0","0"
"323","9","Ubong [madam]","5800.00","2020-08-08","1015","0","0"
"324","10","Detergent and morning fresh","1600.00","2020-08-08","1015","0","0"
"325","2","Refund for Moderm [147482]","3500.00","2020-08-08","1015","0","0"
"326","5","Director","15000.00","2020-08-08","1015","0","0"
"327","3","Dry cleaner","3500.00","2020-08-08","1015","0","0"
"328","5","Director","20000.00","2020-08-08","1015","0","0"
"329","9","Madam [money to MR Friday]","5000.00","2020-08-10","1015","0","0"
"330","5","Transport [bank]","50.00","2020-08-10","1015","0","0"
"331","14","Bag","4000.00","2020-08-10","1015","0","0"
"332","2","Refund for computer tool kit [137922]","500.00","2020-08-11","1015","0","0"
"333","2","Refund of mini laptop charger [140291]","2500.00","2020-08-11","1015","0","0"
"334","5","Generator oil","1200.00","2020-08-12","1015","0","0"
"335","5","Director","25000.00","2020-08-12","1015","0","0"
"336","5","Ubong [market]","500.00","2020-08-12","1015","0","0"
"337","5","Driver","500.00","2020-08-12","1015","0","0"
"338","5","Vehicle License","20000.00","2020-08-13","1015","0","0"
"339","5","Director","5000.00","2020-08-13","1015","0","0"
"340","6","Shop recharge card","500.00","2020-08-13","1015","0","0"
"341","2","Refund of keyboard","1000.00","2020-08-13","1015","0","0"
"342","2","Refund of  marker","1000.00","2020-08-13","1015","0","0"
"343","5","Director","5000.00","2020-08-13","1015","0","0"
"344","5","Director","10000.00","2020-08-13","1015","0","0"
"345","9","Madam","4000.00","2020-08-14","1015","0","0"
"346","5","Ubong [money for tissue","1000.00","2020-08-14","1015","0","0"
"348","5","Director [money for stamp pad ]","16000.00","2020-08-14","1015","0","0"
"349","2","Refund to a customer [140178]","150.00","2020-08-14","1015","0","0"
"350","14","Bag","2800.00","2020-08-15","1015","0","0"
"351","5","Ubong [money for firewood]","2000.00","2020-08-15","1015","0","0"
"352","5","Director [money for spare parts]","22400.00","2020-08-15","1015","0","0"
"353","9","Madam [Mr Friday]","10000.00","2020-08-15","1015","0","0"
"354","6","Recharge card","500.00","2020-08-17","1014","0","0"
"355","14","Spirit","650.00","2020-08-17","1014","0","0"
"356","2","Refund of stapler [140178]","30000.00","2020-08-17","1014","0","0"
"357","5","Director","15000.00","2020-08-17","1014","0","0"
"358","5","Vat","10100.00","2020-08-18","1014","0","0"
"359","2","Refund of money to a customer","500.00","2020-08-18","1014","0","0"
"360","5","Director[world bank man]","200000.00","2020-08-18","1014","0","0"
"361","2","Customer","500.00","2020-08-18","1014","0","0"
"362","2","Refund","1000.00","2020-08-18","1014","0","0"
"363","5","Thermal paper","4800.00","2020-08-19","1014","0","0"
"364","5","Transport","100.00","2020-08-19","1014","0","0"
"365","9","Market","7500.00","2020-08-19","1014","0","0"
"366","14","Customers bag","3500.00","2020-08-19","1014","0","0"
"367","2","Desktop ram 4gb ddr3[133023]","6000.00","2020-08-19","1014","0","0"
"368","3","Dry cleaner","4500.00","2020-08-19","1014","0","0"
"369","2","White envelope[133729]","300.00","2020-08-20","1014","0","0"
"370","2","Printer cable[133876]","500.00","2020-08-20","1014","0","0"
"371","5","Nepa bill","2200.00","2020-08-20","1014","0","0"
"372","5","UMFB","8400.00","2020-08-20","1014","0","0"
"373","5","26A toner","10000.00","2020-08-20","1014","0","0"
"374","5","Director","40000.00","2020-08-20","1014","0","0"
"375","6","Recharge card for  shop phone","500.00","2020-08-21","1014","0","0"
"376","5","Motor oil","18000.00","2020-08-21","1014","0","0"
"377","5","Mechanic","6000.00","2020-08-21","1014","0","0"
"378","4","Director goods","17000.00","2020-08-21","1014","0","0"
"379","9","Madam","15000.00","2020-08-21","1014","0","0"
"380","10","Detergent","800.00","2020-08-22","1014","0","0"
"381","9","Akara","1000.00","2020-08-22","1014","0","0"
"382","9","Mopstick","1500.00","2020-08-22","1014","0","0"
"383","5","Customer","500.00","2020-08-22","1014","0","0"
"384","5","Exercise book","20600.00","2020-08-24","1014","0","0"
"385","13","Thermal paper","9000.00","2020-08-24","1014","0","0"
"386","2","A3 foil[133061]","7500.00","2020-08-24","1014","0","0"
"387","5","Bank","163000.00","2020-08-24","1014","0","0"
"388","5","Bank","15000.00","2020-08-24","1014","0","0"
"389","12","Shop fuel","19500.00","2020-08-24","1014","0","0"
"390","5","Transport to bank","50.00","2020-08-24","1014","0","0"
"391","9","Firewood","3500.00","2020-08-24","1014","0","0"
"392","6","Shop phone","500.00","2020-08-25","1014","0","0"
"393","7","Subscription","16200.00","2020-08-25","1014","0","0"
"394","5","Transport","50.00","2020-08-25","1014","0","0"
"395","5","Shopping","12000.00","2020-08-25","1014","0","0"
"396","15","Data Subscription","1500.00","2020-08-25","1014","0","0"
"397","14","Engine oil","1200.00","2020-08-25","1014","0","0"
"398","5","40 leaves exercise book","82400.00","2020-08-26","1014","0","0"
"399","14","Customers bag","3750.00","2020-08-26","1014","0","0"
"401","9","Godfrey","10000.00","2020-08-27","1014","0","0"
"402","2","Extension socket[133193]","2500.00","2020-08-27","1014","0","0"
"403","4","Director goods","8500.00","2020-08-27","1014","0","0"
"404","2","Dry cleaner","3500.00","2020-08-27","1014","0","0"
"405","9","Market","7000.00","2020-08-28","1014","0","0"
"406","2","17A toner[133796-133797]","8000.00","2020-08-28","1014","0","0"
"407","5","Mechanic","17000.00","2020-08-28","1014","0","0"
"408","2","Customer","1000.00","2020-08-29","1014","0","0"
"409","5","Director","7000.00","2020-08-29","1014","0","0"
"410","6","Shop phone","500.00","2020-08-31","1014","0","0"
"411","5","Director","20000.00","2020-08-31","1014","0","0"
"412","5","Gotv","2500.00","2020-08-31","1014","0","0"
"413","5","For goods","29000.00","2020-08-31","1014","0","0"
"414","9","Market","500.00","2020-08-31","1014","0","0"
"415","9","Market","350.00","2020-09-01","1014","0","0"
"416","5","Director","15000.00","2020-09-01","1014","0","0"
"417","5","Corpers","50000.00","2020-09-01","1014","0","0"
"418","5","Director","1000.00","2020-09-01","1014","0","0"
"419","5","UMFB","15000.00","2020-09-01","1014","0","0"
"420","5","Customer","5080.00","2020-09-01","1014","0","0"
"421","2","Hp 85A toner[142140]","5000.00","2020-09-01","1014","0","0"
"422","2","650 black ink[142332]","200.00","2020-09-02","1014","0","0"
"423","5","Small paper shredder","20000.00","2020-09-02","1014","0","0"
"424","3","Dry cleaner","4500.00","2020-09-02","1014","0","0"
"425","5","Customer","500.00","2020-09-02","1014","0","0"
"426","2","Hp 21 black ink[142333]","6700.00","2020-09-02","1014","0","0"
"427","5","Director","50500.00","2020-09-02","1014","0","0"
"428","5","Director","20000.00","2020-09-02","1014","0","0"
"429","5","Customer","400.00","2020-09-02","1014","0","0"
"430","5","Emma conductor","200.00","2020-09-03","1014","0","0"
"431","14","Customers bag","3800.00","2020-09-03","1014","0","0"
"432","5","Analysis book","54000.00","2020-09-03","1014","0","0"
"433","5","Director","10000.00","2020-09-03","1014","0","0"
"434","15","Data subscription","1500.00","2020-09-03","1014","0","0"
"435","5","Mr Isa","10000.00","2020-09-03","1014","0","0"
"436","2","122 colour ink","800.00","2020-09-03","1014","0","0"
"437","5","Director","15000.00","2020-09-03","1014","0","0"
"438","5","Director","10000.00","2020-09-03","1014","0","0"
"439","5","Director","30000.00","2020-09-03","1014","0","0"
"440","5","Mma iyak","50000.00","2020-09-04","1014","0","0"
"441","5","DI toner","120000.00","2020-09-04","1014","0","0"
"443","2","A printer[1021]","15000.00","2020-09-04","1014","0","0"
"444","9","Madam","20000.00","2020-09-04","1014","0","0"
"445","9","Madam","6000.00","2020-09-04","1014","0","0"
"446","10","Detergent","800.00","2020-09-05","1014","0","0"
"447","5","Padlock","1000.00","2020-09-05","1014","0","0"
"448","14","Generator oil","1200.00","2020-09-07","1014","0","0"
